Name,Sector,Expert_S,P_S,A_S,D_C_S,L_S,Q4_R,Q3_R,Q2_R,Q1_R,Q4_PBT,Q3_PBT,Q2_PBT,Q1_PBT,Q4_NP,Q3_NP,Q2_NP,Q1_NP,Y_R,Y_NP,NTA,Goodwill,Cash,Debt,TD,NA,CR,QR,Cash_Ratio,ROA,DTA,ATR
klse: Wellcall Holdings Bhd,Miscellaneous Manufacturing,5.3,5,2.93,7.44,5.97,37274,26322,31944,39380,11941,5986,9296,11589,8999,3908,7329,9121,134920,29363,0.24,0,44980,0,17510,116840,4.66,3.73,3.2,0.251309483,0.149863061,1.154741527
klse: Kwantas Corp. Bhd,Forest Products,4,2,4.99,2.88,6,259129,206201,219807,252729,8106,-6671,-11626,-6237,7042,-6641,-13397,-6229,937866,-20671,3.55,0,60920,478160,768350,1130000,0.44,0.21,0.12,-0.01829292,0.679955752,0.829969912
klse: Chin Well Holdings Bhd,Metal Fabrication,6.6,6.4,7.6,7.7,4.66,107392,82215,150401,147703,6841,-16282,9634,5407,5165,-16591,8022,4276,487711,872,1.94,0,110320,71330,111620,568760,5.12,2.49,1.11,0.00153316,0.196251494,0.857498769
klse: Perdana Petroleum Bhd,Oilfield Services,4.4,1.9,5.12,3.55,6.95,52452,60000,59664,64044,-19944,-2794,-13307,4294,-30518,-2879,-13901,-2559,236160,-49857,0.4,0,60860,118820,383310,932770,0.43,0.43,0.13,-0.053450475,0.410937316,0.253181384
klse: MBM Resources Bhd,Specialty Stores,7.3,7.5,7.53,7.5,6.62,600447,258596,374040,496063,79601,-2820,31267,42159,64979,-5186,27229,41037,1729146,144367,4.46,1100,194320,31610,140820,1740000,3.74,3.03,1.73,0.08296954,0.080931034,0.993762069
klse: Vsolar Group Bhd,Packaged Software,3.4,1.4,1.78,3.83,6.81,1868,859,880,182,-8041,-1774,-383,-1758,-8049,-1593,-366,-1742,3789,-11981,0.03,0,499,320,3030,13690,1.97,1.97,0.17,-0.875164354,0.221329438,0.276771366
klse: Sunzen Biotech Bhd,Pharmaceuticals,3.5,1,3.12,3.95,6.03,20358,12679,21341,44302,131,-1824,-3186,-14804,-383,-1696,-2568,-12773,98680,-19097,0.17,90,31460,16110,30950,87080,5.3,4.17,2.65,-0.219304088,0.355420303,1.133210841
klse: Avillion Bhd,Consumer,3.7,1.3,5.22,2.61,5.82,9643,2688,12744,18801,-1841,-5874,-14832,100,-1759,-5721,-13059,-327,43876,-21536,0.22,0,5680,96810,161280,202290,0.78,0.2,0.09,-0.106461021,0.797271244,0.216896535
klse: SCGM Bhd,Crude Oil,4.6,4.2,2.39,4.55,7.35,61011,57223,49662,51636,10740,8674,5869,3638,9610,8266,6863,4181,219532,28920,0.88,0,14080,90230,124670,175520,1.38,0.79,0.07,0.164767548,0.710289426,1.250752051
klse: M3 Technologies (Asia) Bhd,Telecommunications,2.4,0.1,0.75,3.61,5.1,11938,10509,9794,10109,-1031,259,-188,-3554,-1752,-766,-1071,-4272,42350,-6276,0.04,2940,11700,2340,20260,19890,2.21,2.12,0.74,-0.315535445,1.018602313,2.129210659
klse: Sarawak Plantation Bhd,Agricultural Commodities,5.1,4.7,4.77,6.13,4.96,137223,97422,98881,108924,27160,25655,8366,10717,19521,19392,5818,8675,442450,53944,1.98,0,82640,113400,305450,563290,1.3,0.91,0.7,0.095765946,0.542260647,0.785474622
klse: Fitters Diversified Bhd,Miscellaneous Manufacturing,4.7,2.4,6.46,3.33,6.6,58601,51990,54042,64860,1021,-926,-6392,-760,646,-675,-6440,-1953,229493,-10557,0.82,5510,17720,94850,157910,361650,2.02,1.04,0.11,-0.029191207,0.436637633,0.6345721
klse: Latitude Tree Holdings Bhd,Home Furnishings,5.9,5,6.32,6.07,6.1,234976,138561,142226,209251,16751,2139,3510,9350,13093,326,2608,7205,725014,23232,6.09,0,169180,111740,222160,578000,2.16,1.2,0.83,0.040193772,0.384359862,1.254349481
klse: Scicom (MSC) Bhd,Data Processing Services,5.5,4.9,3.24,7.87,5.82,52499,42483,44959,45796,9164,4915,7369,9104,6776,4397,5073,6159,185737,22400,0.29,9700,29120,8310,20160,102970,5.07,5.07,1.61,0.217539089,0.19578518,1.803797222
klse: Tiong Nam Logistics Holdings Bhd,Transportation,4.3,2.4,5.55,0.84,8.58,149046,122989,141576,155888,6661,-5760,2003,4060,3689,-5527,-4315,1782,569499,-3753,1.53,0,25800,1090000,1300000,685470,0.93,0.51,0.05,-0.005475075,1.896508965,0.830815353
klse: Vitrox Corp. Bhd,Electronic Equipments,3.6,2.4,0.68,4.28,6.95,123748,96546,90291,95096,31521,23675,21941,17210,29714,22922,21065,17792,405681,91493,1.02,90,211320,47410,143850,513940,4.94,3.68,2.16,0.178022726,0.279896486,0.789354788
klse: Solid Automotive Bhd,Wholesale Distributors,5,3.8,5.9,3.96,6.21,76281,73622,44103,63493,2412,2687,-7935,691,2111,2590,-8666,500,257499,-3452,0.36,2300,23290,51740,96640,145070,2.2,1.06,0.22,-0.023795409,0.666161164,1.774998277
klse: Bermaz Auto Bhd,Specialty Stores,5.6,5.2,2.47,8.01,6.71,599844,448894,299360,467463,33900,13115,3199,34347,24790,9245,2459,27150,1815561,63558,0.4,500,372890,373870,755390,480900,1.55,0.38,0.17,0.132164691,1.570783947,3.775339988
klse: Perusahaan Sadur Timah Malaysia (Perstima) Bhd,Industrial Products,5.6,5.3,6.11,6.81,4.06,222494,200648,191069,203593,19562,13531,7024,8295,15216,10443,4605,6325,817804,36589,4.05,0,78030,33160,57310,415070,4.32,2.32,1.24,0.088151396,0.138073096,1.970279712
klse: Solarvest Holdings Berhad,Industrial Products,3.6,3,0.21,3.73,7.38,62163,28750,51350,62120,5708,1286,2845,4834,4001,814,3814,3978,204383,13040,0.21,0,67340,27380,83810,81660,2,1.72,0.85,0.159686505,1.02632868,2.502853294
klse: Widetech (Malaysia) Bhd,Metal Fabrication,3.9,3.5,6.05,5.7,0.56,2703,2175,2067,2187,-2420,-67,-318,272,-2423,-63,-360,228,9132,-2676,0.85,0,23260,2550,3740,38120,18.03,17.32,14.31,-0.07019937,0.098111228,0.239559286
klse: United U-Li Corp. Bhd,Miscellaneous Manufacturing,3.9,2.1,3.46,4.1,5.82,51110,17199,40007,53015,5653,-4462,-467,2243,5058,-4396,-560,-427,161331,-325,1.31,0,79490,34380,55570,280920,3.63,2.43,1.06,-0.001156913,0.197814324,0.574295173
klse: Taliworks Corp. Bhd,Utilities,4.5,3.6,2.78,7.19,4.39,82631,76103,84252,105538,22596,15706,21153,-10183,16182,11701,15905,-18546,348524,32408,51.25,1193880,491270,404520,889030,993990,3.71,3.7,3.02,0.03260395,0.894405376,0.350631294
klse: Hai-O Enterprise Bhd,Food and Beverages,5.6,4.9,4.03,7.85,5.48,66137,71246,53687,67021,13547,13653,10879,10983,10352,10263,9567,7599,258091,37630,1.03,90,105750,4670,43330,310120,4.46,2.5,2.01,0.121340126,0.139720108,0.83222946
klse: Majuperak Holdings Bhd,Textiles,3.6,1.6,3.64,3.48,5.7,11970,2673,2169,-2204,3671,-1665,-4149,-6592,2235,-1268,-4091,-6472,14608,-10034,0.67,12070,1570,16840,75670,175110,1.26,0.78,0.03,-0.057301125,0.432128376,0.083421849
klse: Innity Corp. Bhd,Marketing Services,1.7,1.9,1.19,3.68,0.14,41735,31428,37387,53489,8906,4542,4167,10254,6584,3132,2750,7910,99392,-4259,0.26,0,36770,21820,46240,132800,1.05,0.43,0.32,-0.032070783,0.348192771,0.748433735
klse: TRC Synergy Bhd,Engineering,5.9,6.6,7.46,5.2,4.48,189983,139386,137632,190906,8328,12429,4187,5971,5742,11180,-414,3682,657907,20110,0.89,0,280730,212150,597290,421970,1.37,1.13,0.52,0.047657416,1.415479773,1.559132166
klse: Petronas Gas Bhd,Oil and Gas ,6.1,4.7,4.48,7.31,7.96,1407423,1399818,1396136,1372379,808107,711923,448958,588271,591013,547097,368123,485273,5575756,2054183,6.69,0,4250000,4020000,6100000,13210000,5.17,5.09,4.06,0.15550212,0.461771385,0.422085995
klse: Chin Hin Group Property Bhd,Transportation,3.8,3.4,3.15,2.87,5.96,33411,30082,35210,43393,2688,1322,4775,1589,1223,1013,1130,1476,142096,4828,0.4,0,3950,76120,134630,120380,1.12,0.65,0.04,0.04010633,1.118375145,1.180395415
klse: Cahya Mata Sarawak Bhd,Building Materials,6.1,4.6,6.15,5.78,7.73,428416,206837,282454,456471,81729,22993,26807,20202,46711,16707,17283,5359,1374178,109486,2.46,99850,713720,877090,1330000,2680000,2.98,2.16,1.42,0.040852985,0.496268657,0.512752985
klse: YNH Property Bhd,Agricultural Commodities,3.1,2.4,3.59,1.81,4.61,50677,23054,66588,90336,2210,2473,4183,24870,1355,821,3003,17753,230655,22932,2.2,17630,60400,1080000,1500000,907000,0.79,0.19,0.01,0.025283352,1.653803749,0.254305402
klse: Boustead Holdings Bhd,Industrial Products,3.5,1.5,4.84,0.44,7.04,1890800,1499300,2260900,2548400,-14300,-57400,-53300,-1349800,-51800,-73700,-73100,-1125700,8199400,-1471000,1.85,367900,623800,8550000,11810000,3570000,0.54,0.39,0.12,-0.412044818,3.308123249,2.2967507
klse: Seacera Group Bhd,Building Materials,4.4,2.4,6.85,3.73,4.84,1488,828,649,331,125,18253,169,240,111,18308,161,161,3296,18741,1.16,0,80,24810,180040,713610,0.31,0.31,0,0.026262244,0.252294671,0.004618769
klse: MTAG Group Bhd,Commercial Services,5.9,5,3.95,7.17,7.43,55265,29657,41582,45811,14403,6574,11156,13481,10796,5022,8128,10540,172315,34486,0.26,0,109730,111,21860,179740,9.26,7.92,5.73,0.191866029,0.121620118,0.95869033
klse: Impiana Hotels Bhd,Consumer,1.2,0.1,0.01,0.01,4.82,2147,3543,2893,3117,-3912,-57116,-2214,-2311,-3912,-57993,-2205,-1884,26131,-5979,0.02,374360,732,71180,156690,38040,0.78,0.41,0.01,-0.157176656,4.119085174,0.686934805
klse: DPS Resources Bhd,Home Furnishings,5.3,3.8,6.56,4.47,6.25,15190,7333,14222,13394,2824,474,85,10914,2824,474,141,10914,50139,14353,0.21,0,4590,10380,20520,127160,5.35,3.72,0.45,0.112873545,0.1613715,0.394298522
klse: P.A. Resources Bhd,Aluminum,4,2.5,1.34,4.19,7.87,62761,53410,51532,53894,3405,3094,3274,2261,3405,2997,3210,2261,221597,11873,0.06,0,6550,10510,21840,135100,2.09,1.17,0.07,0.08788305,0.161658031,1.640244264
klse: Mikro MSC Bhd,Electronic Equipments,4.2,2.9,3.99,5.07,4.69,15825,8098,9067,16911,2138,444,280,2946,1366,171,102,2305,49901,3938,0.16,36850,17880,9230,16320,97030,8.21,6.23,2.72,0.040585386,0.168195403,0.514284242
klse: Grand Hoover Bhd,Engineering,3.2,1.8,4.02,2.95,4.04,17444,6134,11499,15088,1362,-3063,-651,197,423,-1859,-757,-203,50165,-2328,1.05,1150,2910,13650,33730,41880,1.69,1.15,0.09,-0.055587393,0.805396371,1.197827125
klse: SWS Capital Bhd,Home Furnishings,2.5,1.9,1.1,2.45,4.64,44907,21156,31236,43625,2333,315,-1619,-2484,1816,-27,-1624,-1807,140924,-1921,0.54,0,8890,60780,86670,88520,1.14,0.55,0.11,-0.02170131,0.979100768,1.592001808
klse: MAA Group Bhd,Insurance,5.4,3,6.64,7.63,4.46,59775,50161,54332,54139,26180,29160,-28564,-27479,22760,23171,-30497,-26258,218407,-10647,1.79,27790,508800,135090,9860,281970,1.33,0,0,-0.037759336,0.034968259,0.774575309
klse: Only World Group Holdings Bhd,Restaurants,3.8,2,5.33,2.62,5.4,13463,1606,19110,37083,-8222,-24730,-13066,2384,-8269,-24707,-13045,2788,71262,-43268,0.78,70,39670,165110,208610,221660,0.69,0.65,0.46,-0.195199856,0.941126049,0.321492376
klse: Serba Dinamik Holdings Bhd,Engineering,6.1,6.3,5.22,5.05,8,1481880,1437878,1278669,1360549,164839,166486,147685,139118,147996,147880,133720,140883,5558976,570232,0.79,118430,1420000,3750000,4460000,3080000,4.28,3.29,1.47,0.18514026,1.448051948,1.804862338
klse: Comfort Gloves Bhd,Industrial Products,5,4.2,1.66,4.82,9.49,276688,197952,152907,138645,117526,56886,22242,13227,90329,42797,16339,10242,766192,159707,0.53,20,62970,91600,206240,369830,1.76,1.23,0.29,0.431838953,0.557661628,2.07174107
klse: Mulpha International Bhd,Hotels and Resorts,5.6,5.6,8.83,3.65,4.28,139768,91024,161429,319243,-28247,-46239,-18235,171594,-25394,-37064,-10649,184553,711464,112800,8.98,2690,448130,2060000,2380000,2820000,1.18,0.64,0.32,0.04,0.843971631,0.252292199
klse: Mitrajaya Holdings Bhd,Engineering,5.8,4.3,7.6,5.5,5.76,117521,45558,99068,154635,6008,6243,-1879,-22247,3153,4711,-2334,-710,416782,-82,0.86,2390,17530,135820,377320,699490,1.79,1.1,0.04,-0.000117228,0.539421579,0.595836967
klse: Binasat Communications Bhd,Construction,4.7,3.6,4.85,4.67,5.63,13040,11407,10210,12240,1797,686,230,1743,1225,369,135,1304,46897,3372,0.3,0,40550,20560,28220,78860,7.37,7.37,4.72,0.04275932,0.357849353,0.594686787
klse: Konsortium Transnasional Bhd,Consumer Services,1,0.1,0.01,0.01,3.88,3642,1196,21280,28683,15641,-13718,-12041,-23464,15641,-13748,-12080,-23560,54801,-33747,0.04,16650,6580,74520,258030,14020,0.26,0.26,0.06,-2.407061341,18.40442225,3.908773181
klse: Teo Seng Capital Bhd,Agricultural Commodities,5.9,6.4,5.9,6.4,5.11,123020,120750,115982,136961,2646,4259,2809,18200,1243,3182,1906,13623,496713,19954,1.04,10,37200,173650,256160,309070,1.29,0.65,0.25,0.064561426,0.828809008,1.607121364
klse: Hock Seng Lee Bhd,Engineering,5.7,5.7,6.72,6.55,3.91,161156,83052,112396,187634,13031,5402,10126,13702,10866,3953,7553,10124,544238,32570,1.49,0,253290,52810,294260,829460,2.77,2.1,0.7,0.039266511,0.354760929,0.656135317
klse: AirAsia Group Bhd,Crude Oil,2.6,0.1,0.01,2.4,8.09,442914,118964,2311761,3359229,-1159732,-1212106,-967154,-232468,-851779,-992889,-803845,-384483,6232868,-3582306,1.33,632230,996120,12630000,24160000,2020000,0.74,0.72,0.36,-1.773418812,11.96039604,3.085578218
klse: IJM Plantations Bhd,Agricultural Commodities,4,3.3,4.07,3.67,5.13,211370,205985,195393,237812,-2430,115298,-73438,33303,-1040,82116,-76387,20063,850560,19896,1.35,0,267400,921650,1160000,1350000,1.64,1.28,1.03,0.014737778,0.859259259,0.630044444
klse: Y&G Corp. Bhd,Engineering,3.6,3.2,6.84,4.5,0,11459,6037,7446,14629,1341,301,-84,1602,758,107,-1027,1154,39571,1000,1.34,0,57910,37170,78690,292550,3.08,1.58,1,0.003418219,0.268979662,0.135262348
klse: Lotus KFM Bhd,Agricultural Commodities,3.2,2.8,0.6,4.23,5.25,14557,11760,14695,15167,329,3954,662,5115,195,3954,662,5115,55098,9927,0.08,0,34650,9540,21750,56860,0.33,0.18,0.05,0.174586704,0.382518466,0.969011607
klse: Lysaght Galvanized Steel Bhd,Miscellaneous Manufacturing,5.6,5.4,7.36,7.35,2.21,15549,6281,14715,18677,1050,-1227,2012,2340,746,-902,1615,1822,55222,3281,3.71,10,65860,572,6620,155390,15.53,10.97,8.77,0.021114615,0.042602484,0.355376794
klse: Boilermech Holdings Bhd,Construction,4.5,4,2.87,5.45,5.79,64331,32028,59811,53071,10170,3541,8610,7624,6048,2342,6086,5675,209241,22091,0.41,3930,82320,12900,115940,218600,2.53,2.09,0.71,0.101056725,0.530375114,0.957186642
klse: Mesiniaga Bhd,Information Technology Services,3.5,1.8,4.14,4.47,3.72,51452,41834,45899,212396,-4188,-2810,1894,13852,-4314,-2922,1789,11356,351581,6170,1.89,840,26270,3860,57710,112970,1.46,1.4,0.92,0.05461627,0.510843587,3.112162521
klse: My E.G. Services Bhd,Information Technology Services,4.6,3.8,0.99,4.79,8.66,136096,124336,121741,119692,70830,64017,58822,69494,70743,63058,58842,69283,501865,260268,0.15,18980,249830,177040,405980,822590,1.77,1.75,0.42,0.316400637,0.493538701,0.610103454
klse: Revenue Group Bhd,Packaged Software,3.2,2.4,0.01,3.91,6.44,19559,23475,15514,22731,3398,1956,1052,4789,2109,455,649,3444,81279,8439,0.22,9950,37790,7960,40350,74470,1.55,1.34,0.73,0.1133208,0.541828924,1.091432792
klse: Complete Logistic Services Bhd,Marine Shipping,6.8,5.4,7.52,9.01,5.39,12663,8486,16759,31866,1520,790,39115,4567,1313,518,39236,3172,69774,43941,1.41,0,77140,31020,41630,158870,9.01,9.01,7.56,0.276584629,0.262038144,0.439189274
klse: Kejuruteraan Asastera Bhd,Engineering,2.9,2.4,0.01,3.64,5.55,43521,26308,31660,48947,2217,215,2009,4765,1369,105,1486,3537,150436,6416,0.21,0,26960,15370,60150,70670,2.02,2.02,0.62,0.09078817,0.851139097,2.12871091
klse: Jade Marvel Group Bhd,Building Materials,2.2,2,2.11,3.77,0.81,2779,1360,2809,4691,-771,-476,-5358,-108,-770,-476,-5261,-620,11639,-7127,0.68,590,1510,6940,10770,85400,3.92,0.63,0.2,-0.083454333,0.126112412,0.136288056
klse: Berjaya Corp. Bhd,Construction,4,1.6,5.94,1.36,7.21,1943623,859019,1975461,2082837,10883,-380803,538082,-61664,-58952,-345806,412521,-134422,6860940,-120864,1.27,5220400,1590000,7550000,11960000,6540000,1.22,0.88,0.3,-0.018480734,1.828746177,1.049073394
klse: Malaysia Airports Holdings Bhd,CPO,4.7,3.5,3.12,4.29,7.87,396687,272180,933836,1344429,-384857,-268347,-35547,46146,-319718,-91068,-20387,29513,2947132,-401660,5.62,16230010,2270000,6060000,13330000,8110000,1.34,1.29,0.98,-0.04952651,1.643649815,0.363394821
klse: Silver Ridge Holdings Bhd,Telecommunication Equipment,2.2,0.1,0.01,3.12,5.82,2146,2100,2371,2987,-401,-694,-637,46,-401,-608,-636,46,9604,-1601,0.06,0,7050,3330,11750,8890,1.27,1.17,0.64,-0.180089989,1.321709786,1.080314961
klse: Lion Industries Corp. Bhd,Steel,5.1,2.4,6.75,4.04,7.34,710494,465146,555193,641729,-12877,-129304,-55788,-96627,-35451,-135907,-57871,-98831,2372562,-319909,1.82,0,331510,197720,1100000,1250000,1.19,0.78,0.33,-0.2559272,0.88,1.8980496
klse: Zhulian Corp. Bhd,Industrial Products,6.3,4.8,5.76,8.99,5.78,42740,39496,44842,39118,13766,15290,14092,13179,10993,11358,10869,9095,166196,42315,1.34,0,180220,0,41280,602380,6.68,5.49,4.71,0.070246356,0.068528172,0.275898934
klse: CAM Resources Bhd,Home Furnishings,3.4,3.1,5.18,3.44,1.75,71500,57493,64607,46425,5631,922,1256,-1619,4860,226,713,-747,240025,5052,0.58,6130,6790,47250,64580,111420,1.27,0.51,0.13,0.045341949,0.579608688,2.154236223
klse: Taliworks Corp. Bhd,Utilities,4.5,3.6,2.78,7.19,4.39,82631,76103,84252,105538,22596,15706,21153,-10183,16182,11701,15905,-18546,348524,32408,51.25,1193880,491270,404520,889030,993990,3.71,3.7,3.02,0.03260395,0.894405376,0.350631294
klse: Ahmad Zaki Resources Bhd,Engineering,3.9,4.6,4.85,0.73,5.39,180788,166815,259226,283054,-44547,50451,-96434,-39721,-44863,33568,-98201,-42112,844185,-14669,0.77,1644920,749110,3030000,4150000,355100,1.24,1.21,0.61,-0.04130949,11.68684877,2.377316249
klse: Ideal United Bintang International Bhd,Wholesale Distributors,4.2,5.6,4.65,4.71,1.74,53146,39633,61467,129668,-21676,-30748,-24651,17031,-21759,-31009,-25835,11826,283914,-68688,1.19,161720,43330,130570,460700,553680,2.02,1.17,0.15,-0.124057217,0.832069065,0.512776333
klse: Asdion Bhd,Packaged Software,1.1,0.1,0.01,0.45,4.05,317,2330,210,929,930,-2910,-1057,-798,-812,-2073,-1030,-761,3786,-3788,0.03,4280,249,1080,11130,5020,0.53,0.53,0.04,-0.754581673,2.217131474,0.754183267
klse: Kanger International Bhd,Building Materials,4.1,2.1,2.39,3.25,8.74,4845,12219,11257,15692,-4902,-50,-4373,5198,-4727,208,-4293,2704,44013,-4056,0.15,16640,3390,57990,76650,159220,2.92,2.49,0.26,-0.025474187,0.481409371,0.276428841
klse: AT Systematization Bhd,Industrial Machinery,3.8,1.8,0.01,3.87,9.51,7557,5055,5551,6446,110,-3324,-8966,-2465,110,-3324,-8966,-2464,24609,-14644,0.09,0,21180,5440,16520,80310,1.14,0.84,0.13,-0.182343419,0.205702901,0.306425103
klse: Malaysia Building Society Bhd,Property Developer,7.3,7.7,7.64,5.93,7.81,765572,886350,741406,784144,293964,-33506,-38982,457982,258236,-12506,-73254,356686,3177472,529162,1.31,148030,10460000,35730000,25330000,8070000,0.44,0,0,0.065571499,3.138785626,0.393738786
klse: Acme Holdings Bhd,Telecommunication Equipment,4,2.4,3.87,4.18,5.74,9120,2431,5837,7063,1139,-761,-1454,-25,1130,-761,-1017,-171,24451,-819,0.34,0,20710,2170,15120,95840,4.39,2.61,0.76,-0.008545492,0.157762938,0.255123122
klse: Top Glove Corp. Bhd,Gloves,4.9,3.3,1.02,5.22,10,4759253,3109116,1688324,1229777,3095525,1623554,422020,130374,2375775,1291995,347895,115683,10786470,4197247,0.61,0,2880000,1850000,3810000,4870000,2.01,1.76,1.35,0.8618577,0.782340862,2.214880903
klse: Marine & General Bhd,Transportation,1.3,0.1,1.73,0,3.27,47565,55289,54869,50336,83007,-19164,-23779,-13358,56065,-14973,-17307,-11038,208059,25856,0.06,0,71390,961340,1010000,26130,0.12,0.12,0.08,0.989513969,38.6528894,7.962456946
klse: JAG Bhd,Internet Services,4.8,3.1,5.72,4.28,6.18,47913,29409,37396,35963,3982,2047,1588,2171,2455,2171,1538,2531,150681,8535,0.08,100,21820,27430,43850,154220,3.42,1.28,0.96,0.055343016,0.284334068,0.977052263
klse: Ralco Corp. Bhd,Crude Oil,2,0.9,2.54,2.97,1.44,14679,9242,13626,13139,1575,-1333,-832,-2551,1575,-1335,-834,-804,50686,-1398,0.88,0,2790,7170,38090,35720,1.38,0.8,0.11,-0.039137738,1.066349384,1.418980963
klse: Advance Information Marketing Bhd,Data Processing Services,2,0.1,1.23,4.03,2.79,2747,1755,3250,1653,-756,-934,-1048,-940,-756,-934,-1048,-926,9405,-3664,0.08,10,6190,1770,2480,19080,13.53,12.09,10.5,-0.192033543,0.129979036,0.492924528
klse: Tiong Nam Logistics Holdings Bhd,Transportation,4.3,2.4,5.55,0.84,8.58,149046,122989,141576,155888,6661,-5760,2003,4060,3689,-5527,-4315,1782,569499,-3753,1.53,0,25800,1090000,1300000,685470,0.93,0.51,0.05,-0.005475075,1.896508965,0.830815353
klse: Bioalpha Holdings Bhd,Construction,4.1,2.4,2.71,3.97,7.41,6871,6392,6532,18413,-10441,-8199,-5305,3945,-9709,-7932,-5503,3033,38208,-21733,0.19,52800,15040,13090,28660,161620,7.32,6.36,1.13,-0.134469744,0.177329538,0.236406385
klse: Artroniq Berhad,Industrial Specialties,3.2,1.4,0.01,4.03,7.47,57762,30837,22964,26403,-1817,-747,-492,-669,-4253,-787,-543,-757,137966,-6340,0.15,0,6100,517,12500,35400,3.15,2.13,1.42,-0.179096045,0.353107345,3.897344633
klse: ES Ceramics Technology Bhd,Industrial Specialties,4.5,2.9,2.26,4.88,8.06,15591,11940,8476,8950,4012,3202,-259,653,4011,3202,-259,653,44957,7607,0.26,1060,26780,656,4810,58900,5.58,4.23,3.24,0.129151104,0.081663837,0.76327674
klse: Dutch Lady Milk Industries Bhd,Food and Beverages,3.4,4,0.15,5.11,4.54,286820,273524,251169,281757,12206,28025,30105,34309,9242,21232,22733,26667,1093270,79874,2.26,510,78400,22550,330500,188380,1.08,0.61,0.21,0.424004671,1.75443253,5.803535407
klse: White Horse Bhd,Building Materials,3,0.1,5.91,3.51,2.55,118262,55224,94996,145664,-4763,-22219,-20177,-30034,-4749,-22352,-20133,-31828,414146,-79062,2.82,680,84860,157680,250260,599300,2.21,0.9,0.4,-0.131923911,0.417587185,0.691049558
klse: Westports Holdings Bhd,Transportation,4.1,3.7,0.8,4.94,7.09,528359,431602,473467,452820,270278,174714,201892,158014,203849,134340,152806,125439,1886248,616434,0.75,2397600,751900,1690000,2530000,2630000,1.63,1.62,1.07,0.234385551,0.961977186,0.717204563
klse: Guan Chong Bhd,Food and Beverages,5,5.5,3.21,4.5,6.75,841587,910777,909382,796402,58454,71590,83410,61804,46779,56976,72165,44728,3458148,220648,0.94,44280,55670,714630,1060000,1130000,1.51,0.47,0.05,0.195263717,0.938053097,3.060307965
klse: UCrest Bhd,Computer,2.3,0.1,0.01,3.15,6.01,3275,0,2280,2508,1192,-11882,-2768,-1335,1192,-9709,-2768,-1335,8063,-12620,0.04,28910,1540,337,23270,18870,0.72,0.72,0.07,-0.668786433,1.233174351,0.427291998
klse: TFP Solutions Bhd,Commercial Services,2.4,0.1,0.01,3.65,5.94,746,1567,13825,14479,-853,-1271,-670,-925,-852,-1251,-657,-899,30617,-3712,0.03,0,2480,191,2660,5230,2.14,2.1,0.65,-0.709751434,0.508604207,5.854110899
